,accession,gene
41489,>NM_001345659.1,AT5G64970
41491,>NM_001345660.1,AT5G64980
41493,>NM_001345661.1,AGL31
41495,>NM_001345662.1,AGL31
41497,>NM_001345663.1,MAF3
41499,>NM_001345664.1,MAF4
41501,>NM_001345665.1,MAF4
41503,>NM_001345666.1,MAF4
41505,>NM_001345667.1,MAF5
41507,>NM_001345668.1,MAF5
41509,>NM_001345669.1,BST1
41511,>NM_001345670.1,AT5G65120
41513,>NM_001345671.1,AT5G65130
41515,>NM_001345672.1,TPPJ
41517,>NM_001345673.1,SDH2-3
41519,>NM_001345674.1,AT5G65170
41521,>NM_001345675.1,TGA1
41523,>NM_001345676.1,AT5G65225
41525,>NM_001345677.1,GCL1
41527,>NM_001345678.1,AT5G65320
41529,>NM_001345679.1,AT5G65400
41531,>NM_001345680.1,CYCD4;1
41533,>NM_001345681.1,AT5G65440
41535,>NM_001345682.1,AT5G65440
41537,>NM_001345683.1,AT5G65440
41539,>NM_001345684.1,AT5G65440
41541,>NM_001345685.1,AT5G65440
41543,>NM_001345686.1,AT5G65440
41545,>NM_001345687.1,UBP17
41547,>NM_001345688.1,KAC2
41549,>NM_001345689.1,KAC2
41551,>NM_001345690.1,KAC2
41553,>NM_001345691.1,KAC2
41555,>NM_001345692.1,KAC2
41557,>NM_001345693.1,AT5G65500
41559,>NM_001345694.1,AIL7
41561,>NM_001345695.1,AIL7
41563,>NM_001345696.1,AIL7
41565,>NM_001345697.1,AT5G65560
41567,>NM_001345698.1,AT5G65560
41569,>NM_001345699.1,AT5G65609
41571,>NM_001345700.1,AT5G65610
41573,>NM_001345701.1,AT5G65613
41575,>NM_001345702.1,AT5G65620
41577,>NM_001345703.1,IAA9
41579,>NM_001345704.1,AT5G65685
41581,>NM_001345705.1,AT5G65685
41583,>NM_001345706.1,AT5G65685
41585,>NM_001345707.1,AT5G65685
41587,>NM_001345708.1,AT5G65685
41589,>NM_001345709.1,AT5G65685
41591,>NM_001345710.1,AT5G65685
41593,>NM_001345711.1,AT5G65685
41595,>NM_001345712.1,AT5G65685
41597,>NM_001345713.1,AT5G65685
41599,>NM_001345714.1,PCK2
41601,>NM_001345715.1,PCK2
41603,>NM_001345716.1,PCK2
41605,>NM_001345717.1,NFS1
41607,>NM_001345718.1,AT5G65740
41609,>NM_001345719.1,AT5G65740
41611,>NM_001345720.1,AT5G65740
41613,>NM_001345721.1,AT5G65740
41615,>NM_001345722.1,AT5G65740
41617,>NM_001345723.1,AT5G65860
41619,>NM_001345724.1,ACR1
41621,>NM_001345725.1,ACR1
41623,>NM_001345726.1,ACR1
41625,>NM_001345727.1,AT5G65920
41627,>NM_001345728.1,CHY1
41629,>NM_001345729.1,MLO10
41631,>NM_001345730.1,AT5G65980
41633,>NM_001345731.1,AT5G66005
41635,>NM_001345732.1,AT5G66005
41637,>NM_001345733.1,AT5G66005
41639,>NM_001345734.1,AT5G66005
41641,>NM_001345735.1,AT5G66005
41643,>NM_001345736.1,AT5G66005
41645,>NM_001345737.1,ATGRIP
41647,>NM_001345738.1,ATGRIP
41649,>NM_001345739.1,AT5G66050
41651,>NM_001345740.1,AT5G66050
41653,>NM_001345741.1,AT5G66070
41655,>NM_001345742.1,AT5G66070
41657,>NM_001345743.1,AT5G66070
41659,>NM_001345744.1,AT5G66080
41661,>NM_001345745.1,LARP1b
41663,>NM_001345746.1,HIPP27
41665,>NM_001345747.1,HIPP27
41667,>NM_001345748.1,ATRAD17
41669,>NM_001345749.1,AT5G66150
41671,>NM_001345750.1,AT5G66150
41673,>NM_001345751.1,CPK28
41675,>NM_001345752.1,CPK28
41677,>NM_001345753.1,AT5G66290
41679,>NM_001345754.1,AT5G66290
41681,>NM_001345755.1,AT5G66310
41683,>NM_001345756.1,AT5G66310
41685,>NM_001345757.1,AT5G66335
41687,>NM_001345758.1,SHI
41689,>NM_001345759.1,SHI
41691,>NM_001345760.1,AT5G66420
41693,>NM_001345761.1,LPPepsilon2
41695,>NM_001345762.1,LPPepsilon2
41697,>NM_001345763.1,LPPepsilon2
41699,>NM_001345764.1,AT5G66470
41701,>NM_001345765.1,AT5G66530
41703,>NM_001345766.1,AT5G66530
41705,>NM_001345767.1,AT5G66540
41707,>NM_001345768.1,AT5G66550
41709,>NM_001345769.1,AT5G66550
41711,>NM_001345770.1,AT5G66550
41713,>NM_001345771.1,AT5G66560
41715,>NM_001345772.1,AT5G66560
41717,>NM_001345773.1,AT5G66560
41719,>NM_001345774.1,AT5G66595
41721,>NM_001345775.1,AT5G66600
41723,>NM_001345776.1,AT5G66600
41725,>NM_001345777.1,AT5G66600
41727,>NM_001345778.1,AT5G66600
41729,>NM_001345779.1,AT5G66600
41731,>NM_001345780.1,AT5G66600
41733,>NM_001345781.1,AT5G66600
41735,>NM_001345782.1,AT5G66600
41737,>NM_001345783.1,AT5G66600
41739,>NM_001345784.1,AT5G66600
41741,>NM_001345785.1,AT5G66600
41743,>NM_001345786.1,AT5G66600
41745,>NM_001345787.1,DAR7
41747,>NM_001345788.1,DAR6
41749,>NM_001345789.1,DAR6
41751,>NM_001345790.1,DAR6
41753,>NM_001345791.1,DAR3
41755,>NM_001345792.1,DAR3
41757,>NM_001345793.1,DAR3
41759,>NM_001345794.1,DAR3
41761,>NM_001345795.1,DAR3
41763,>NM_001345796.1,AT5G66670
41765,>NM_001345797.1,AT5G66670
41767,>NM_001345798.1,AT5G66675
41769,>NM_001345799.1,AT5G66675
41771,>NM_001345800.1,AT5G66675
41773,>NM_001345801.1,AT5G66780
41775,>NM_001345802.1,AT5G66810
41777,>NM_001345803.1,AT5G66810
41779,>NM_001345804.1,AT5G66810
41781,>NM_001345805.1,AT5G66840
41783,>NM_001345806.1,MAPKKK5
41785,>NM_001345807.1,SNRK2.3
41787,>NM_001345808.1,AT5G66900
41789,>NM_001345809.1,AT5G66900
41791,>NM_001345810.1,HEC1
41793,>NM_001345811.1,ICU2
41795,>NM_001345812.1,AT5G67170
41797,>NM_001345813.1,AT5G67170
41799,>NM_001345814.1,TOE3
41801,>NM_001345815.1,TOE3
41803,>NM_001345816.1,TOE3
41805,>NM_001345817.1,SDN3
41807,>NM_001345818.1,SDN3
41809,>NM_001345819.1,SDN3
41811,>NM_001345820.1,CYCD3;2
41813,>NM_001345821.1,AT5G67340
41815,>NM_001345822.1,AT5G67385
41817,>NM_001345823.1,AT5G67385
41819,>NM_001345824.1,AT5G67385
41821,>NM_001345825.1,AT5G67385
41823,>NM_001345826.1,AT5G67390
41825,>NM_001345827.1,AT5G67410
41827,>NM_001345828.1,LBD37
41829,>NM_001345829.1,AT5G67430
41831,>NM_001345830.1,NPY3
41833,>NM_001345831.1,AT5G67460
41835,>NM_001345832.1,BT4
41837,>NM_001345833.1,VDAC2
41839,>NM_001345834.1,APK4
41841,>NM_001345835.1,APK4
41843,>NM_001345836.1,AT5G67540
41845,>NM_001349572.1,AT1G13805
41847,>NM_001349573.1,AT1G24475
41849,>NM_001349574.1,AT1G24660
41851,>NM_001349575.1,AT1G33355
41853,>NM_001349576.1,AT1G48355
41855,>NM_001349577.1,AT1G54773
41857,>NM_001349579.1,AT1G64633
41859,>NM_001349580.1,AT1G72755
41861,>NM_001349581.1,AT2G07617
41863,>NM_001349582.1,AT2G07642
41865,>NM_001349583.1,AT2G20873
41867,>NM_001349584.1,AT2G21105
41869,>NM_001349585.1,AT2G25990
41871,>NM_001349586.1,AT2G26515
41873,>NM_001349587.1,AT2G33685
41875,>NM_001349588.1,AT2G34655
41877,>NM_001349589.1,AT2G35343
41879,>NM_001349590.1,AT3G02673
41881,>NM_001349591.1,AT3G13404
41883,>NM_001349592.1,AT3G23122
41885,>NM_001349593.1,AT3G26355
41887,>NM_001349594.1,AT3G44763
41889,>NM_001349595.1,AT3G44766
41891,>NM_001349596.1,AT4G09355
41893,>NM_001349597.1,AT4G11211
41895,>NM_001349598.1,AT4G12485
41897,>NM_001349599.1,AT4G33735
41899,>NM_001349600.1,AT5G07545
41901,>NM_001349601.1,AT5G23115
41903,>NM_001349602.1,AT5G24575
41905,>NM_001349603.1,AT5G27093
41907,>NM_001349604.1,AT5G40315
41909,>NM_001349605.1,AT5G49645
41911,>NM_001349606.1,AT5G58790
41913,>NM_001349607.1,AT5G58790
41915,>NM_099983.2,NAC001
41917,>NM_099985.3,NGA3
41919,>NM_099986.4,DCL1
41921,>NM_099987.4,PPa1
41923,>NM_099988.4,LHY
41925,>NM_099989.3,UMAMIT28
41927,>NM_099990.4,AT1G01080
41929,>NM_099991.4,PDH-E1 ALPHA
41931,>NM_099992.3,AT1G01100
41933,>NM_099994.4,KCS1
41935,>NM_099995.2,AT1G01130
41937,>NM_099996.4,CIPK9
41939,>NM_099997.3,AT1G01150
41941,>NM_099998.4,GIF2
41943,>NM_099999.4,AT1G01170
41945,>NM_100000.3,AT1G01180
41947,>NM_100001.2,CYP78A8
41949,>NM_100002.4,RABA3
41951,>NM_100003.3,AT1G01210
41953,>NM_100004.4,FKGP
41955,>NM_100005.3,AT1G01225
41957,>NM_100006.4,AT1G01230
41959,>NM_100007.3,AT1G01240
41961,>NM_100008.4,AT1G01250
41963,>NM_100009.3,AT1G01260
41965,>NM_100010.3,CYP703A2
41967,>NM_100011.4,CNX3
41969,>NM_100012.3,AT1G01300
41971,>NM_100013.2,AT1G01310
41973,>NM_100014.8,AT1G01320
41975,>NM_100016.3,CNGC10
41977,>NM_100017.3,AT1G01350
41979,>NM_100018.5,RCAR1
41981,>NM_100019.2,HTR12
41983,>NM_100020.4,ETC1
41985,>NM_100021.3,AT1G01390
41987,>NM_100022.2,AT1G01400
41989,>NM_100023.1,PUM22
41991,>NM_100024.2,UGT72B3
41993,>NM_100025.3,TBL25
41995,>NM_100026.3,AT1G01440
41997,>NM_100027.1,AT1G01450
41999,>NM_100028.3,PIPK11
42001,>NM_100029.6,LEA14
42003,>NM_100030.4,ACS2
42005,>NM_100031.5,AT1G01490
42007,>NM_100032.4,AT1G01500
42009,>NM_100033.3,AN
42011,>NM_100034.2,ASG4
42013,>NM_100035.3,AGL28
42015,>NM_100036.5,AT1G01540
42017,>NM_100037.4,BPS1
42019,>NM_100038.4,MPK11
42021,>NM_100039.1,AT1G01570
42023,>NM_100040.3,FRO2
42025,>NM_100041.2,FRO1
42027,>NM_100042.4,CYP86A4
42029,>NM_100043.5,GPAT4
42031,>NM_100044.5,PIP1C
42033,>NM_100045.5,AT1G01630
42035,>NM_100046.4,AT1G01640
42037,>NM_100047.4,SPPL4
42039,>NM_100048.1,AT1G01660
42041,>NM_100049.4,AT1G01670
42043,>NM_100050.4,PUB54
42045,>NM_100052.2,ROPGEF2
42047,>NM_100053.4,AT1G01710
42049,>NM_100054.3,ATAF1
42051,>NM_100055.3,AT1G01725
42053,>NM_100056.3,AT1G01730
42055,>NM_100057.2,BSK4
42057,>NM_100058.2,ADF11
42059,>NM_100059.3,AT1G01760
42061,>NM_100060.3,AT1G01770
42063,>NM_100061.3,PLIM2b
42065,>NM_100062.5,KEA1
42067,>NM_100063.4,AT1G01800
42069,>NM_100064.3,AT1G01810
42071,>NM_100065.5,PEX11C
42073,>NM_100066.4,AT1G01830
42075,>NM_100067.2,AT1G01840
42077,>NM_100068.3,PFC1
42079,>NM_100069.3,AT1G01880
42081,>NM_100070.5,SBTI1.1
42083,>NM_100071.3,AT1G01910
42085,>NM_100072.4,AT1G01920
42087,>NM_100073.3,AT1G01930
42089,>NM_100074.4,AT1G01940
42091,>NM_100075.8,ARK2
42093,>NM_100076.3,EDA10
42095,>NM_100077.4,AT1G01970
42097,>NM_100078.3,AT1G01980
42099,>NM_100079.4,AT1G01990
42101,>NM_100080.4,GAE2
42103,>NM_100081.5,SEC1A
42105,>NM_100082.4,AT1G02020
42107,>NM_100083.2,AT1G02030
42109,>NM_100084.2,AT1G02040
42111,>NM_100085.4,LAP6
42113,>NM_100086.4,AT1G02060
42115,>NM_100087.3,AT1G02070
42117,>NM_100088.5,AT1G02080
42119,>NM_100089.3,FUS5
42121,>NM_100090.4,SBI1
42123,>NM_100091.3,AT1G02110
42125,>NM_100092.3,VAD1
42127,>NM_100093.4,RA-5
42129,>NM_100094.3,MAGO
42131,>NM_100095.4,AT1G02150
42133,>NM_100096.4,AT1G02160
42135,>NM_100097.5,MC1
42137,>NM_100098.3,AT1G02180
42139,>NM_100099.4,AT1G02190
42141,>NM_100101.4,CER1
42143,>NM_100102.1,AT1G02210
42145,>NM_100103.3,NAC003
42147,>NM_100104.3,NAC004
42149,>NM_100105.3,NAC005
42151,>NM_100106.4,AT1G02260
42153,>NM_100107.5,AT1G02270
42155,>NM_100108.5,TOC33
42157,>NM_100109.3,AT1G02290
42159,>NM_100110.3,AT1G02300
42161,>NM_100111.3,AT1G02305
42163,>NM_100112.3,MAN1
42165,>NM_100113.1,AT1G02320
42167,>NM_100114.5,AT1G02330
42169,>NM_100115.3,HFR1
42171,>NM_100116.1,AT1G02350
42173,>NM_100117.4,AT1G02360
42175,>NM_100118.5,AT1G02370
42177,>NM_100119.4,AT1G02380
42179,>NM_100120.3,GPAT2
42181,>NM_100121.5,GA2OX6
42183,>NM_100122.6,AT1G02410
42185,>NM_100123.2,AT1G02420
42187,>NM_100124.5,ARFD1B
42189,>NM_100125.2,ARFD1A
42191,>NM_100126.4,NIMIN1
42193,>NM_100127.3,AT1G02460
42195,>NM_100128.5,AT1G02470
42197,>NM_100129.4,AT1G02475
42199,>NM_100131.3,SAM1
42201,>NM_100132.2,TPK4
42203,>NM_100133.3,ABCB11
42205,>NM_100134.4,ABCB12
42207,>NM_100135.1,AT1G02540
42209,>NM_100136.1,AT1G02550
42211,>NM_100137.4,CLPP5
42213,>NM_100138.3,AT1G02570
42215,>NM_100139.4,MEA
42217,>NM_100140.1,AT1G02590
42219,>NM_100141.3,AT1G02610
42221,>NM_100143.3,AT1G02630
42223,>NM_100144.3,BXL2
42225,>NM_100145.2,AT1G02650
42227,>NM_100146.3,AT1G02660
42229,>NM_100147.2,AT1G02670
42231,>NM_100148.3,TAF13
42233,>NM_100149.4,IMPA-6
42235,>NM_100150.3,AT1G02700
42237,>NM_100151.1,AT1G02710
42239,>NM_100152.3,GATL5
42241,>NM_100153.4,CSLD5
42243,>NM_100154.4,AT1G02740
42245,>NM_100155.4,AT1G02750
42247,>NM_100156.5,AT1G02770
42249,>NM_100157.4,emb2386
42251,>NM_100158.3,PGA4
42253,>NM_100159.3,CEL2
42255,>NM_100160.4,AT1G02810
42257,>NM_100161.2,AT1G02813
42259,>NM_100162.3,AT1G02816
42261,>NM_100163.3,LEA3
42263,>NM_100164.2,AT1G02830
42265,>NM_100166.4,BGLU11
42267,>NM_100167.3,NLA
42269,>NM_100168.3,AT1G02870
42271,>NM_100169.2,TPK1
42273,>NM_100170.4,AT1G02890
42275,>NM_100171.3,RALF1
42277,>NM_100172.3,LPA1
42279,>NM_100173.4,GSTF7
42281,>NM_100174.3,GSTF6
42283,>NM_100175.2,GSTF5
42285,>NM_100176.4,GSTF4
42287,>NM_100177.4,AT1G02960
42289,>NM_100178.3,WEE1
42291,>NM_100179.4,CUL2
42293,>NM_100180.2,AT1G02990
42295,>NM_100181.5,PEX6
42297,>NM_100182.3,AT1G03010
42299,>NM_100183.2,AT1G03020
42301,>NM_100184.4,AT1G03030
42303,>NM_100185.3,AT1G03040
42305,>NM_100186.3,AT1G03050
42307,>NM_100187.3,D27
42309,>NM_100188.1,SPI
42311,>NM_100189.3,AT1G03070
42313,>NM_100190.4,NET1D
42315,>NM_100191.4,MCCA
42317,>NM_100192.2,AT1G03100
42319,>NM_100193.4,TRM82
42321,>NM_100194.2,RAB28
42323,>NM_100195.3,PSAD-2
42325,>NM_100196.3,AT1G03140
42327,>NM_100197.3,AT1G03150
42329,>NM_100198.5,FZL
42331,>NM_100199.2,FAF2
42333,>NM_100200.3,AT1G03180
42335,>NM_100201.3,UVH6
42337,>NM_100203.3,AT1G03210
42339,>NM_100204.3,AT1G03220
42341,>NM_100205.4,AT1G03230
42343,>NM_100206.2,AT1G03240
42345,>NM_100207.4,AT1G03250
42347,>NM_100208.4,AT1G03260
42349,>NM_100209.3,AT1G03270
42351,>NM_100210.5,AT1G03280
42353,>NM_100211.4,AT1G03290
42355,>NM_100212.1,ATDUF1
42357,>NM_100213.4,DBE1
42359,>NM_100214.2,AT1G03320
42361,>NM_100215.4,LSM2
42363,>NM_100216.3,AT1G03340
42365,>NM_100217.3,AT1G03350
42367,>NM_100218.5,RRP4
42369,>NM_100219.5,AT1G03370
42371,>NM_100220.8,ATG18G
42373,>NM_100221.1,AT1G03390
42375,>NM_100222.3,AT1G03400
42377,>NM_100223.3,2A6
42379,>NM_100225.3,AHP5
42381,>NM_100226.3,AT1G03440
42383,>NM_100227.6,BSU1
42385,>NM_100228.9,AT1G03457
42387,>NM_100229.4,NET3A
42389,>NM_100230.7,LIN2
42391,>NM_100231.3,NAC006
42393,>NM_100232.5,AT1G03495
42395,>NM_100233.2,AT1G03510
42397,>NM_100234.4,AT1G03520
42399,>NM_100235.4,NAF1
42401,>NM_100236.2,AT1G03540
42403,>NM_100237.1,SCAMP4
42405,>NM_100238.4,AT1G03560
42407,>NM_100239.8,AT1G03590
42409,>NM_100240.3,PSB27
42411,>NM_100241.4,AT1G03610
42413,>NM_100242.3,AT1G03620
42415,>NM_100243.4,POR C
42417,>NM_100244.3,AT1G03650
42419,>NM_100246.1,AT1G03670
42421,>NM_100248.5,AT1G03687
42423,>NM_100249.5,AT1G03700
42425,>NM_100250.4,AT1G03710
42427,>NM_100251.1,AT1G03720
42429,>NM_100252.3,AT1G03730
42431,>NM_100253.6,AT1G03740
42433,>NM_100254.4,SWI2
42435,>NM_100255.3,AT1G03760
42437,>NM_100256.3,RING1B
42439,>NM_100257.3,TPX2
42441,>NM_100258.3,SOM
42443,>NM_100259.2,ERF10
42445,>NM_100260.1,AT1G03810
42447,>NM_100261.4,AT1G03820
42449,>NM_100262.3,AT1G03830
42451,>NM_100263.4,MGP
42453,>NM_100265.3,GRXS13
42455,>NM_100266.3,PHB2
42457,>NM_100267.4,FLA9
42459,>NM_100268.5,CRU2
42461,>NM_100269.4,AT1G03890
42463,>NM_100270.4,ABCI18
42465,>NM_100271.4,ABCI19
42467,>NM_100272.4,AT1G03910
42469,>NM_100273.2,AT1G03920
42471,>NM_100274.3,ADK1
42473,>NM_100275.3,AT1G03940
42475,>NM_100276.4,VPS2.3
42477,>NM_100277.5,AT1G03960
42479,>NM_100278.3,GBF4
42481,>NM_100279.5,PCS2
42483,>NM_100280.3,AT1G03990
42485,>NM_100281.4,AT1G04000
42487,>NM_100282.4,PSAT1
42489,>NM_100284.3,AT1G04030
42491,>NM_100285.4,AT1G04040
42493,>NM_100286.4,SUVR1
42495,>NM_100288.3,TOM22-I
42497,>NM_100289.4,PRP39
42499,>NM_100290.3,AT1G04090
42501,>NM_100291.3,IAA10
42503,>NM_100292.2,SDD1
42505,>NM_100293.3,ABCC5
42507,>NM_100294.3,TPR2
42509,>NM_100295.4,AT1G04140
42511,>NM_100296.2,AT1G04150
42513,>NM_100297.3,XIB
42515,>NM_100298.3,EIF2 GAMMA
42517,>NM_100299.2,YUC9
42519,>NM_100300.5,TPR3
42521,>NM_100301.5,AT1G04200
42523,>NM_100302.5,AT1G04210
42525,>NM_100303.4,KCS2
42527,>NM_100304.5,AT1G04230
42529,>NM_100305.4,SHY2
42531,>NM_100306.4,AXR3
42533,>NM_100307.3,MPI7
42535,>NM_100308.4,RPS15
42537,>NM_100309.4,AT1G04280
42539,>NM_100310.6,AT1G04290
42541,>NM_100311.4,AT1G04300
42543,>NM_100312.4,ERS2
42545,>NM_100313.3,AT1G04330
42547,>NM_100314.4,AT1G04340
42549,>NM_100315.4,AT1G04350
42551,>NM_100316.3,AT1G04360
42553,>NM_100317.2,ERF14
42555,>NM_100318.5,AT1G04380
42557,>NM_100320.4,CRY2
42559,>NM_100321.3,c-NAD-MDH1
42561,>NM_100322.5,AT1G04420
42563,>NM_100323.7,AT1G04430
42565,>NM_100324.3,CKL13
42567,>NM_100325.4,RIC3
42569,>NM_100326.4,AT1G04470
42571,>NM_100327.5,AT1G04480
42573,>NM_100328.3,AT1G04490
42575,>NM_100329.3,AT1G04500
42577,>NM_100330.3,MAC3A
42579,>NM_100331.4,PDLP2
42581,>NM_100332.5,TPR4
42583,>NM_100333.2,AT1G04540
42585,>NM_100334.4,IAA12
42587,>NM_100335.4,AT1G04560
42589,>NM_100336.3,AT1G04570
42591,>NM_100337.3,AO4
42593,>NM_100338.3,AT1G04590
42595,>NM_100339.2,XIA
42597,>NM_100340.4,YUC3
42599,>NM_100341.4,HCAR
42601,>NM_100342.4,MEE4
42603,>NM_100343.3,LIP2
42605,>NM_100344.1,AT1G04645
42607,>NM_100345.3,AT1G04650
42609,>NM_100346.3,AT1G04660
42611,>NM_100347.4,AT1G04670
42613,>NM_100348.4,AT1G04680
42615,>NM_100349.4,KAB1
42617,>NM_100350.4,AT1G04700
42619,>NM_100351.5,PKT4
42621,>NM_100352.3,CTF18
42623,>NM_100353.4,VAMP721
42625,>NM_100354.2,VAMP726
42627,>NM_100355.4,AT1G04770
42629,>NM_100356.4,AT1G04780
42631,>NM_100357.5,AT1G04790
42633,>NM_100358.3,AT1G04800
42635,>NM_100359.3,AT1G04810
42637,>NM_100360.4,TUA4
42639,>NM_100361.4,AT1G04830
42641,>NM_100362.2,AT1G04840
42643,>NM_100363.5,AT1G04850
42645,>NM_100364.4,UBP2
42647,>NM_100365.4,PRMT10
42649,>NM_100366.4,AT1G04880
42651,>NM_100367.2,AT1G04890
42653,>NM_100368.3,AT1G04900
42655,>NM_100369.5,AT1G04910
42657,>NM_100370.3,SPS3F
42659,>NM_100371.3,AT1G04930
42661,>NM_100372.5,Tic20-I
42663,>NM_100373.4,TAFII59
42665,>NM_100374.3,AT1G04960
42667,>NM_100375.4,AT1G04970
42669,>NM_100376.5,PDIL2-2
42671,>NM_100377.4,AT1G04985
42673,>NM_100378.5,AT1G04990
42675,>NM_100379.3,PFA-DSP1
42677,>NM_100380.4,EFE
42679,>NM_100381.3,AT1G05020
42681,>NM_100382.3,AT1G05030
42683,>NM_100383.3,AT1G05040
42685,>NM_100385.4,AT1G05060
42687,>NM_100386.6,AT1G05070
42689,>NM_100387.1,AT1G05080
42691,>NM_100388.2,AT1G05090
42693,>NM_100389.4,MAPKKK18
42695,>NM_100390.4,AT1G05120
42697,>NM_100392.4,AT1G05140
42699,>NM_100393.3,AT1G05150
42701,>NM_100394.4,CYP88A3
42703,>NM_100396.4,AXR1
42705,>NM_100397.3,emb2394
42707,>NM_100398.3,GLR3.4
42709,>NM_100399.3,AT1G05205
42711,>NM_100400.4,AT1G05210
42713,>NM_100401.3,AT1G05220
42715,>NM_100402.3,HDG2
42717,>NM_100403.4,AT1G05240
42719,>NM_100404.4,AT1G05250
42721,>NM_100405.4,RCI3
42723,>NM_100406.5,AT1G05270
42725,>NM_100408.2,AT1G05290
42727,>NM_100409.5,ZIP5
42729,>NM_100410.3,AT1G05310
42731,>NM_100411.4,AT1G05320
42733,>NM_100412.2,AT1G05330
42735,>NM_100413.4,AT1G05340
42737,>NM_100414.4,AT1G05350
42739,>NM_100415.5,KMS2
42741,>NM_100416.4,AT1G05370
42743,>NM_100417.5,AT1G05380
42745,>NM_100418.3,LPA19
42747,>NM_100419.4,AT1G05400
42749,>NM_100420.4,AT1G05410
42751,>NM_100421.2,OFP12
42753,>NM_100422.3,AT1G05430
42755,>NM_100423.3,AT1G05440
42757,>NM_100424.2,AT1G05450
42759,>NM_100425.4,SDE3
42761,>NM_100426.5,CVP2
42763,>NM_100428.4,chr31
42765,>NM_100429.3,NTMC2T2.1
42767,>NM_100430.5,AT1G05510
42769,>NM_100431.2,AT1G05520
42771,>NM_100432.2,UGT75B2
42773,>NM_100433.4,AT1G05540
42775,>NM_100434.5,AT1G05550
42777,>NM_100435.3,UGT75B1
42779,>NM_100436.5,CALS1
42781,>NM_100437.3,AT1G05575
42783,>NM_100438.5,CHX23
42785,>NM_100439.3,HEXO2
42787,>NM_100440.2,EMB3101
42789,>NM_100441.3,APS2
42791,>NM_100442.5,URH2
42793,>NM_100443.5,5PTASE13
42795,>NM_100444.2,AT1G05640
42797,>NM_100445.2,AT1G05650
42799,>NM_100446.2,AT1G05660
42801,>NM_100447.7,AT1G05670
42803,>NM_100448.4,UGT74E2
42805,>NM_100449.4,BT3
42807,>NM_100450.3,AT1G05700
42809,>NM_100451.4,AT1G05710
42811,>NM_100452.5,AT1G05720
42813,>NM_100453.3,AT1G05730
42815,>NM_100454.2,AT1G05740
42817,>NM_100455.3,PDE247
42819,>NM_100456.3,RTM1
42821,>NM_100457.4,AT1G05770
42823,>NM_100458.4,AT1G05780
42825,>NM_100459.2,AT1G05790
42827,>NM_100460.1,DGL
42829,>NM_100461.6,AT1G05805
42831,>NM_100462.5,RABA5E
42833,>NM_100463.3,SPPL5
42835,>NM_100464.7,ATX2
42837,>NM_100465.4,AT1G05840
42839,>NM_100466.5,POM1
42841,>NM_100467.3,AT1G05860
42843,>NM_100468.5,AT1G05870
42845,>NM_100469.2,ARI12
42847,>NM_100470.5,ARI5
42849,>NM_100471.4,NTH2
42851,>NM_100472.2,AT1G05910
42853,>NM_100473.2,AT1G05920
42855,>NM_100474.2,AT1G05930
42857,>NM_100475.4,CAT9
42859,>NM_100476.3,AT1G05950
42861,>NM_100477.4,AT1G05960
42863,>NM_100478.3,AT1G05970
42865,>NM_100479.3,AT1G05990
42867,>NM_100480.3,AT1G06000
42869,>NM_100481.4,AT1G06010
42871,>NM_100482.2,AT1G06020
42873,>NM_100483.3,AT1G06030
42875,>NM_100484.4,STO
42877,>NM_100485.3,AT1G06050
42879,>NM_100487.5,AT1G06060
42881,>NM_100488.4,AT1G06070
42883,>NM_100489.4,ADS1
42885,>NM_100490.4,AT1G06090
42887,>NM_100491.2,AT1G06100
42889,>NM_100492.4,SKIP16
42891,>NM_100493.3,AT1G06120
42893,>NM_100494.5,GLX2-4
42895,>NM_100495.2,MEF3
42897,>NM_100497.3,ORA59
42899,>NM_100498.4,AT1G06170
42901,>NM_100499.2,MYB13
42903,>NM_100500.4,RHON1
42905,>NM_100501.5,AT1G06200
42907,>NM_100502.4,AT1G06210
42909,>NM_100503.5,MEE5
42911,>NM_100504.2,CLE3
42913,>NM_100505.3,GTE4
42915,>NM_100506.5,AT1G06240
42917,>NM_100507.2,AT1G06250
42919,>NM_100508.2,AT1G06260
42921,>NM_100509.5,AT1G06270
42923,>NM_100510.4,LBD2
42925,>NM_100511.3,ACX3
42927,>NM_100512.3,ACX6
42929,>NM_100513.3,AT1G06320
42931,>NM_100515.5,AT1G06340
42933,>NM_100516.4,ADS4
42935,>NM_100517.6,AT1G06360
42937,>NM_100518.3,AT1G06380
42939,>NM_100519.3,GSK1
42941,>NM_100520.4,ARA-2
42943,>NM_100521.3,TPS7
42945,>NM_100522.3,AT1G06420
42947,>NM_100523.6,FTSH8
42949,>NM_100524.4,AT1G06440
42951,>NM_100525.3,AT1G06450
42953,>NM_100526.5,ACD32.1
42955,>NM_100527.3,AT1G06470
42957,>NM_100528.3,CalS7
42959,>NM_100529.3,AT1G06500
42961,>NM_100530.5,AT1G06510
42963,>NM_100531.3,GPAT1
42965,>NM_100532.3,PMD2
42967,>NM_100533.3,AT1G06540
42969,>NM_100534.4,AT1G06550
42971,>NM_100535.4,AT1G06560
42973,>NM_100536.4,PDS1
42975,>NM_100537.4,AT1G06580
42977,>NM_100538.5,AT1G06590
42979,>NM_100539.3,AT1G06620
42981,>NM_100540.7,AT1G06630
42983,>NM_100541.4,AT1G06640
42985,>NM_100542.4,AT1G06650
42987,>NM_100543.5,JASON
42989,>NM_100544.3,NIH
